rd,x,z,anchor,pkt_idx,theta1_true,theta2_true,rss_db_1,fp_db_1,quality_1,f1_1,f2_1,f3_1,N1,rss_db_2,fp_db_2,quality_2,f1_2,f2_2,f3_2,N2
2.25,1.575,-0.225,2,1,-0.785398163,-1.405647649,-61.78,-73.88,219.95,4497,4399,3906,234,-92.75,-94.92,116.25,1100,1395,949,230
2.25,1.575,-0.225,2,2,-0.785398163,-1.405647649,-61.93,-73.92,218.2,4473,4364,3834,232,-92.45,-94.77,87.75,794,1404,1393,239
2.25,1.575,-0.225,2,3,-0.785398163,-1.405647649,-62.03,-74.53,182.58,4476,4382,3507,232,-92.27,-94.35,93,791,1488,1456,238
2.25,1.575,-0.225,2,4,-0.785398163,-1.405647649,-62.47,-77.66,165.04,3935,3961,3044,229,-92.74,-94.85,85.69,803,1371,1294,232
2.25,1.575,-0.225,2,5,-0.785398163,-1.405647649,-61.9,-77.26,213.85,4532,4277,2386,237,-90.63,-92.62,111.44,1642,1783,1123,234
2.25,1.575,-0.225,2,6,-0.785398163,-1.405647649,-61.97,-73.11,226.95,4499,4539,4063,233,-93.1,-95.22,111.25,1038,1335,1078,237
2.25,1.575,-0.225,2,7,-0.785398163,-1.405647649,-62.33,-78.56,160.67,3944,3856,2871,231,-92.61,-94.5,89.87,870,1438,1356,235
2.25,1.575,-0.225,2,8,-0.785398163,-1.405647649,-61.62,-72.64,233.3,4666,4666,4391,240,-92.67,-94.47,91.69,1096,1467,1074,230
2.25,1.575,-0.225,2,9,-0.785398163,-1.405647649,-62.14,-73.27,223,4494,4460,4076,233,-92.71,-94.48,91.94,999,1471,1169,231
2.25,1.575,-0.225,2,10,-0.785398163,-1.405647649,-61.94,-73.86,191.75,4638,4602,3881,240,-92.31,-94.35,126.33,943,1516,1347,239
2.25,1.575,-0.225,2,11,-0.785398163,-1.405647649,-62,-75.11,184.21,4547,4421,3635,241,-92.16,-94.35,122.67,1123,1472,1077,229
2.25,1.575,-0.225,2,12,-0.785398163,-1.405647649,-61.8,-75.21,212.7,4332,4254,3385,230,-92.56,-94.69,110.92,675,1331,1394,227
2.25,1.575,-0.225,2,13,-0.785398163,-1.405647649,-61.99,-75.66,171.63,4241,4119,3449,230,-92.6,-94.69,84.81,818,1357,1274,226
2.25,1.575,-0.225,2,14,-0.785398163,-1.405647649,-63.24,-78.48,170.63,4201,4095,2749,240,-92.31,-94.32,94.31,1141,1509,1135,235
2.25,1.575,-0.225,2,15,-0.785398163,-1.405647649,-62.19,-73.8,185.88,4458,4461,3734,231,-92.27,-94.25,94.94,1103,1519,1173,234
2.25,1.575,-0.225,2,16,-0.785398163,-1.405647649,-61.85,-73.85,225.95,4314,4519,4165,237,-92.77,-94.84,88.31,1100,1413,1055,235
2.25,1.575,-0.225,2,17,-0.785398163,-1.405647649,-62.76,-76.52,176,4162,4224,3423,237,-92.01,-94.23,121.75,864,1461,1353,229
2.25,1.575,-0.225,2,18,-0.785398163,-1.405647649,-61.44,-74.4,193.21,4686,4637,3559,241,-92.83,-94.6,112.33,1298,1348,822,225
2.25,1.575,-0.225,2,19,-0.785398163,-1.405647649,-63.33,-80.11,162.54,4187,3901,2180,240,-93.3,-95.55,106.08,887,1273,1190,240
2.25,1.575,-0.225,2,20,-0.785398163,-1.405647649,-63.24,-78.14,172.08,4270,4130,2705,239,-92.83,-95.28,109.83,1065,1318,964,232
2.25,1.575,-0.225,2,21,-0.785398163,-1.405647649,-61.72,-74.13,185.04,4552,4441,3730,235,-92.74,-94.71,83.81,811,1341,1273,225
2.25,1.575,-0.225,2,22,-0.785398163,-1.405647649,-62.11,-74.93,155.43,4144,4352,3912,235,-93.17,-95.24,84.69,1035,1355,1081,239
2.25,1.575,-0.225,2,23,-0.785398163,-1.405647649,-61.71,-73.13,219,4470,4380,4079,230,-92.69,-94.37,91.12,1109,1458,1043,226
2.25,1.575,-0.225,2,24,-0.785398163,-1.405647649,-61.46,-76.58,178.21,4499,4277,2567,233,-92.57,-94.37,118.42,1197,1421,940,223
2.25,1.575,-0.225,2,25,-0.785398163,-1.405647649,-62.27,-74,220.85,4400,4417,3698,230,-90.67,-92.81,108.12,1604,1730,1148,235
2.25,1.575,-0.225,2,26,-0.785398163,-1.405647649,-61.36,-73.28,221.95,4364,4439,4116,231,-92.21,-94.29,95.44,928,1527,1386,240
2.25,1.575,-0.225,2,27,-0.785398163,-1.405647649,-62.81,-77.4,156.17,3933,3748,3309,227,-90.91,-92.98,108.06,1133,1729,1498,233
2.25,1.575,-0.225,2,28,-0.785398163,-1.405647649,-62.69,-76.89,168.79,4240,4051,3587,241,-92.55,-94.42,118.25,811,1419,1357,229
2.25,1.575,-0.225,2,29,-0.785398163,-1.405647649,-62.47,-76.63,177.38,4238,4257,3351,239,-92.6,-94.73,89.12,763,1426,1427,241
2.25,1.575,-0.225,2,30,-0.785398163,-1.405647649,-62.08,-75.25,177.25,4413,4254,3745,238,-91.15,-93.3,100.94,1421,1615,1173,232
2.25,2.025,-1.125,2,1,-0.588002604,-1.165904541,-67.35,-76.8,250.19,3771,4003,3454,227,-97.01,-98.71,67.5,396,810,884,223
2.25,2.025,-1.125,2,2,-0.588002604,-1.165904541,-67.29,-76.61,352.17,3776,4226,3697,235,-97.15,-98.59,57.94,376,927,887,233
2.25,2.025,-1.125,2,3,-0.588002604,-1.165904541,-67.72,-77.29,201.9,3870,4038,3305,231,-96.55,-98.38,57.56,505,921,889,234
2.25,2.025,-1.125,2,4,-0.588002604,-1.165904541,-67.38,-77.52,209.7,3995,4194,3074,235,-96.79,-98.49,74.33,388,892,957,235
2.25,2.025,-1.125,2,5,-0.588002604,-1.165904541,-67.57,-76.67,209.85,3614,4197,3813,234,-96.67,-97.88,65.19,822,1043,645,237
2.25,2.025,-1.125,2,6,-0.588002604,-1.165904541,-68.59,-77.66,326.5,3900,3918,3469,235,-95.79,-97.22,66.87,803,1070,816,233
2.25,2.025,-1.125,2,7,-0.588002604,-1.165904541,-69.05,-79.25,302.5,3884,3630,3095,234,-97.12,-98.72,56.06,410,897,865,232
2.25,2.025,-1.125,2,8,-0.588002604,-1.165904541,-68.47,-81.27,224.75,3854,3596,2262,234,-97.18,-98.41,58.38,638,934,631,221
2.25,2.025,-1.125,2,9,-0.588002604,-1.165904541,-68.04,-76.34,336.42,3899,4037,3945,236,-97.26,-98.86,55.25,587,884,644,223
2.25,2.025,-1.125,2,10,-0.588002604,-1.165904541,-68.02,-78.24,247.5,3986,3960,3112,236,-95.36,-97.04,71.81,833,1149,808,238
2.25,2.025,-1.125,2,11,-0.588002604,-1.165904541,-67.32,-76.75,256.63,3788,4106,3500,230,-97.26,-98.66,55.5,688,888,594,223
2.25,2.025,-1.125,2,12,-0.588002604,-1.165904541,-67.33,-76.63,261.81,3709,4189,3588,231,-97.37,-98.6,76.83,583,922,700,226
2.25,2.025,-1.125,2,13,-0.588002604,-1.165904541,-68.06,-78.27,248.44,4172,3975,3176,242,-97.72,-98.64,71.92,750,863,532,221
2.25,2.025,-1.125,2,14,-0.588002604,-1.165904541,-67.93,-76.87,348.67,3458,4184,3589,228,-96.77,-98.55,56.88,507,910,754,223
2.25,2.025,-1.125,2,15,-0.588002604,-1.165904541,-66.99,-76.35,218.65,4005,4373,3780,242,-96.74,-98.23,60.63,547,970,788,228
2.25,2.025,-1.125,2,16,-0.588002604,-1.165904541,-67.42,-78.4,208.9,4224,4178,2761,242,-97.67,-98.97,57.06,693,913,584,234
2.25,2.025,-1.125,2,17,-0.588002604,-1.165904541,-68.49,-81.07,218.13,3965,3490,2338,234,-97.2,-99.01,70.92,723,851,555,228
2.25,2.025,-1.125,2,18,-0.588002604,-1.165904541,-68.95,-82.79,314.25,23,3771,3861,232,-97.49,-99.07,65.5,333,786,905,229
2.25,2.025,-1.125,2,19,-0.588002604,-1.165904541,-68.39,-77.14,338.33,3912,4060,3776,240,-96.82,-98.15,82.42,691,989,689,230
2.25,2.025,-1.125,2,20,-0.588002604,-1.165904541,-67.88,-76.09,257.81,3861,4125,3993,236,-97.28,-99.16,63.33,394,760,892,230
2.25,2.025,-1.125,2,21,-0.588002604,-1.165904541,-68.24,-78.25,321.42,3872,3857,3106,231,-97.24,-98.57,56.19,793,899,547,229
2.25,2.025,-1.125,2,22,-0.588002604,-1.165904541,-68.45,-78.17,327.17,3859,3926,3340,236,-94.65,-96.42,74,791,1184,821,223
2.25,2.025,-1.125,2,23,-0.588002604,-1.165904541,-67.82,-76.71,261.5,3443,4184,4112,237,-97.09,-99.13,50.25,336,804,845,225
2.25,2.025,-1.125,2,24,-0.588002604,-1.165904541,-68.88,-78.37,226.88,3726,3630,3384,229,-97.41,-98.71,56.19,469,899,789,227
2.25,2.025,-1.125,2,25,-0.588002604,-1.165904541,-67.46,-77.33,262.31,4001,4197,3096,234,-96.82,-98.58,77.5,621,930,704,230
2.25,2.025,-1.125,2,26,-0.588002604,-1.165904541,-68.91,-79.19,237.13,4032,3794,2996,239,-97.72,-99.06,60.92,351,731,888,221
2.25,2.025,-1.125,2,27,-0.588002604,-1.165904541,-67.74,-78.62,253.81,4191,4061,2545,237,-97.1,-98.98,64.08,290,769,877,219
2.25,2.025,-1.125,2,28,-0.588002604,-1.165904541,-67.44,-76.79,258.63,3730,4138,3558,231,-97.92,-98.95,52.44,649,839,651,226
2.25,2.025,-1.125,2,29,-0.588002604,-1.165904541,-67.77,-77.55,253.94,3903,4063,3505,238,-96.87,-98.52,74.92,427,899,944,237
2.25,2.025,-1.125,2,30,-0.588002604,-1.165904541,-68.6,-77.31,240.5,3775,3848,3620,231,-97.72,-99.28,67.5,652,810,540,221
2.25,2.025,-0.675,2,1,-0.785398163,-1.292496668,-65.03,-76.91,213.2,4460,4264,2884,239,-95.17,-96.46,68.56,979,1097,751,225
2.25,2.025,-0.675,2,2,-0.785398163,-1.292496668,-64.48,-74.36,215.5,4356,4310,3877,233,-95.14,-96.92,68.12,796,1090,936,236
2.25,2.025,-0.675,2,3,-0.785398163,-1.292496668,-64.68,-74.97,273,4344,4368,3533,233,-94.74,-96.14,72.19,1082,1155,732,229
2.25,2.025,-0.675,2,4,-0.785398163,-1.292496668,-65.07,-79.05,242.06,4257,3873,2216,233,-94.78,-96.13,74.31,1156,1189,714,237
2.25,2.025,-0.675,2,5,-0.785398163,-1.292496668,-64.24,-77.74,207.75,4459,4155,2361,236,-94.61,-96.36,77.75,646,1244,1049,236
2.25,2.025,-0.675,2,6,-0.785398163,-1.292496668,-64.41,-75.04,263,4299,4208,3380,227,-94.63,-96.61,69.5,547,1112,1134,233
2.25,2.025,-0.675,2,7,-0.785398163,-1.292496668,-64.94,-76.57,180.96,4496,4343,2903,239,-95.04,-96.48,99.83,724,1198,1026,237
2.25,2.025,-0.675,2,8,-0.785398163,-1.292496668,-64.86,-76.36,270.31,4486,4325,2994,238,-94.98,-96.27,74,640,1184,1006,224
2.25,2.025,-0.675,2,9,-0.785398163,-1.292496668,-65.06,-76.54,269.06,4528,4305,2995,240,-95.02,-97.26,60.5,498,968,1078,229
2.25,2.025,-0.675,2,10,-0.785398163,-1.292496668,-64.98,-76.49,265.13,4432,4242,2922,235,-94.92,-96.31,98.92,676,1187,1039,230
2.25,2.025,-0.675,2,11,-0.785398163,-1.292496668,-65.09,-76.15,181.21,4152,4349,3396,236,-94.79,-96.42,75.75,1045,1212,771,241
2.25,2.025,-0.675,2,12,-0.785398163,-1.292496668,-64.47,-75.77,265.63,4384,4250,3101,231,-94.61,-95.82,63.75,994,1275,926,236
2.25,2.025,-0.675,2,13,-0.785398163,-1.292496668,-65.41,-79.22,239.69,4223,3835,2317,234,-94.45,-95.98,105.17,813,1262,1031,235
2.25,2.025,-0.675,2,14,-0.785398163,-1.292496668,-64.99,-74.63,282.63,4340,4522,4051,242,-94.79,-96.19,101.17,728,1214,1063,234
2.25,2.025,-0.675,2,15,-0.785398163,-1.292496668,-65.25,-79.62,236.13,4195,3778,2170,233,-94.94,-96.3,70.56,583,1129,1077,223
2.25,2.025,-0.675,2,16,-0.785398163,-1.292496668,-65.42,-75.78,215.65,4101,4313,3949,241,-95.28,-97,56,859,1120,809,236
2.25,2.025,-0.675,2,17,-0.785398163,-1.292496668,-64.83,-76.49,257.44,4302,4119,2828,228,-94.72,-96.11,77.56,821,1241,962,232
2.25,2.025,-0.675,2,18,-0.785398163,-1.292496668,-65.42,-76.68,195,4287,3900,3347,233,-95.28,-96.63,92.92,963,1115,722,228
2.25,2.025,-0.675,2,19,-0.785398163,-1.292496668,-64.48,-73.95,271.94,4284,4351,4099,233,-95.32,-96.57,72.12,933,1154,804,233
2.25,2.025,-0.675,2,20,-0.785398163,-1.292496668,-65.74,-76.21,188.75,4216,3775,3561,229,-94.91,-96.26,93.83,1053,1126,707,226
2.25,2.025,-0.675,2,21,-0.785398163,-1.292496668,-65.05,-75.04,268.88,3646,4302,4030,228,-95.53,-97.1,65.12,562,1042,984,226
2.25,2.025,-0.675,2,22,-0.785398163,-1.292496668,-64.92,-74.85,211.5,4294,4230,3692,231,-93.56,-95.15,84.94,1097,1359,1018,237
2.25,2.025,-0.675,2,23,-0.785398163,-1.292496668,-65.31,-75.81,201.95,3920,4039,3724,228,-94.98,-96.35,72.62,587,1162,1085,228
2.25,2.025,-0.675,2,24,-0.785398163,-1.292496668,-64.21,-74.69,283.19,4532,4531,3668,240,-93.7,-95.72,73.12,688,1170,1238,230
2.25,2.025,-0.675,2,25,-0.785398163,-1.292496668,-64.73,-76.01,202.3,4269,4046,3277,229,-93.01,-94.44,75.55,1266,1511,962,237
2.25,2.025,-0.675,2,26,-0.785398163,-1.292496668,-65.62,-78.87,331.58,4000,3979,2585,233,-95.41,-96.99,66.37,770,1062,805,223
2.25,2.025,-0.675,2,27,-0.785398163,-1.292496668,-65.18,-75.01,276.75,4093,4428,3900,236,-94.34,-95.78,106.67,927,1280,942,232
2.25,2.025,-0.675,2,28,-0.785398163,-1.292496668,-64.4,-75.32,221.05,4453,4421,3459,238,-95.24,-96.28,71,984,1136,796,227
2.25,2.025,-0.675,2,29,-0.785398163,-1.292496668,-65.06,-74.94,272.69,4221,4363,3696,233,-95.4,-96.59,72.81,838,1165,855,231
2.25,2.025,-0.675,2,30,-0.785398163,-1.292496668,-64.84,-74.66,215.55,4421,4311,3778,235,-94.32,-95.92,81.06,697,1297,1173,241
4.05,0.225,-3.825,2,1,0.418224329,-0.507098504,-96.04,-98.39,53.81,670,861,845,235,-85.2,-87.15,203.81,2621,3261,2398,241
4.05,0.225,-3.825,2,2,0.418224329,-0.507098504,-96.44,-97.82,73.58,607,883,976,231,-83.66,-85.39,169.55,2309,3391,2777,233
4.05,0.225,-3.825,2,3,0.418224329,-0.507098504,-95.53,-97.4,77.92,671,935,944,226,-83.05,-84.97,208.63,2784,3338,2258,227
4.05,0.225,-3.825,2,4,0.418224329,-0.507098504,-96.18,-97.73,62.13,709,994,843,234,-83.19,-85.97,199.56,1767,3193,3203,233
4.05,0.225,-3.825,2,5,0.418224329,-0.507098504,-95.76,-97.91,64.12,656,1026,870,241,-82.85,-85.95,162.4,1641,3248,3315,236
4.05,0.225,-3.825,2,6,0.418224329,-0.507098504,-95.83,-97.89,49.5,690,792,1009,234,-85.38,-88.08,152,1667,3040,2875,234
4.05,0.225,-3.825,2,7,0.418224329,-0.507098504,-96.45,-98.45,57.13,731,914,609,226,-84.21,-86.16,207.88,2990,3326,2069,238
4.05,0.225,-3.825,2,8,0.418224329,-0.507098504,-96.5,-97.74,51.5,615,824,902,216,-84.14,-85.94,167.95,2322,3359,2825,238
4.05,0.225,-3.825,2,9,0.418224329,-0.507098504,-96.02,-97.67,79.42,590,953,897,225,-82.54,-84.6,218.56,3201,3497,2193,239
4.05,0.225,-3.825,2,10,0.418224329,-0.507098504,-96.63,-98.09,76.33,659,916,774,225,-83.5,-85.87,203.56,3171,3257,1922,236
4.05,0.225,-3.825,2,11,0.418224329,-0.507098504,-93.73,-95.81,93.92,851,1127,1082,225,-82.99,-84.91,171.45,2941,3429,2279,234
4.05,0.225,-3.825,2,12,0.418224329,-0.507098504,-96.04,-98.1,83.75,593,1005,823,235,-83.29,-84.91,209.69,2728,3355,2454,230
4.05,0.225,-3.825,2,13,0.418224329,-0.507098504,-95.87,-98.06,82.33,760,988,589,226,-83.87,-85.86,169,2810,3380,2338,238
4.05,0.225,-3.825,2,14,0.418224329,-0.507098504,-95.58,-97.54,66.94,766,1071,777,236,-83.08,-85.9,166.2,1741,3324,3389,242
4.05,0.225,-3.825,2,15,0.418224329,-0.507098504,-95.79,-97.63,71.08,662,853,1033,233,-83,-85.31,165.65,2041,3313,3055,232
4.05,0.225,-3.825,2,16,0.418224329,-0.507098504,-95.75,-97.65,78.67,693,944,912,232,-78.19,-82.44,184.15,3768,3683,2228,243
4.05,0.225,-3.825,2,17,0.418224329,-0.507098504,-94.45,-96.61,60.63,845,970,990,225,-83.83,-85.85,135.63,2857,3255,2149,231
4.05,0.225,-3.825,2,18,0.418224329,-0.507098504,-96.29,-97.96,58.5,695,936,831,232,-83.09,-84.92,209.5,2443,3352,2701,229
4.05,0.225,-3.825,2,19,0.418224329,-0.507098504,-95.41,-97.32,64.31,807,1029,696,223,-83.37,-86.07,200.88,1741,3214,3044,229
4.05,0.225,-3.825,2,20,0.418224329,-0.507098504,-95.7,-97.34,85.25,712,1023,831,226,-83.77,-85.71,216.75,2704,3468,2561,242
4.05,0.225,-3.825,2,21,0.418224329,-0.507098504,-95.95,-98.09,77.08,822,925,626,228,-83.03,-85.51,168.8,1931,3376,3239,239
4.05,0.225,-3.825,2,22,0.418224329,-0.507098504,-94.29,-96.28,98.83,764,1186,909,224,-83.54,-85.12,169.45,2319,3389,2815,232
4.05,0.225,-3.825,2,23,0.418224329,-0.507098504,-96.06,-97.99,78.83,606,946,819,226,-82.72,-84.65,146.38,3003,3513,2365,238
4.05,0.225,-3.825,2,24,0.418224329,-0.507098504,-96,-97.66,84.58,648,1015,886,234,-84.99,-87.26,195.06,1906,3121,2732,229
4.05,0.225,-3.825,2,25,0.418224329,-0.507098504,-95.74,-97.69,87.83,765,1054,750,236,-83.25,-84.97,143.21,2489,3437,2735,234
4.05,0.225,-3.825,2,26,0.418224329,-0.507098504,-95.7,-97.23,59.81,668,957,1063,235,-83.78,-85.52,164.65,2666,3293,2399,230
4.05,0.225,-3.825,2,27,0.418224329,-0.507098504,-95.94,-97.89,77.75,612,933,965,237,-83.27,-85.48,198.63,3081,3178,1833,226
4.05,0.225,-3.825,2,28,0.418224329,-0.507098504,-95.85,-97.69,77,735,924,960,239,-84.35,-85.99,165.55,2738,3311,2300,234
4.05,0.225,-3.825,2,29,0.418224329,-0.507098504,-95.84,-97.72,79.67,694,956,801,225,-82.97,-85.1,122.32,2183,3425,3068,237
4.05,0.225,-3.825,2,30,0.418224329,-0.507098504,-95.59,-97.16,64.44,708,1031,951,232,-83.17,-85.06,173.05,2878,3461,2346,236
4.05,0.225,-3.375,2,1,0.463647609,-0.558599315,-89.71,-91.05,171.92,1848,2063,1707,238,-91.29,-91.34,138.75,1800,2220,1446,242
4.05,0.225,-3.375,2,2,0.463647609,-0.558599315,-89.67,-90.83,156.92,1974,1883,1924,238,-90.69,-90.92,138.06,1071,2209,2192,237
4.05,0.225,-3.375,2,3,0.463647609,-0.558599315,-88.72,-89.72,128.06,2175,2049,2066,228,-91.54,-91.54,178.75,1670,2145,1383,236
4.05,0.225,-3.375,2,4,0.463647609,-0.558599315,-89.92,-91.33,120.37,1842,1926,1630,236,-90.94,-91.31,130.25,1054,2084,2130,238
4.05,0.225,-3.375,2,5,0.463647609,-0.558599315,-89.99,-91.91,119.75,1870,1916,1296,240,-90.69,-90.73,148.19,1408,2371,1926,237
4.05,0.225,-3.375,2,6,0.463647609,-0.558599315,-89.94,-91.44,157.17,1856,1886,1512,233,-91.33,-91.35,129.56,1689,2073,1358,227
4.05,0.225,-3.375,2,7,0.463647609,-0.558599315,-90.26,-92.02,116.56,1886,1865,1203,238,-91.26,-91.19,133.06,1497,2129,1599,227
4.05,0.225,-3.375,2,8,0.463647609,-0.558599315,-89.87,-91.41,128.88,1847,2062,1477,239,-90.77,-90.83,145.94,1890,2335,1485,239
4.05,0.225,-3.375,2,9,0.463647609,-0.558599315,-88.75,-90.63,144,1855,2304,1436,229,-90.99,-90.92,144,1825,2304,1508,238
4.05,0.225,-3.375,2,10,0.463647609,-0.558599315,-88.93,-90.31,132.19,2115,2115,1700,231,-90.91,-91.24,125.81,897,2013,2150,230
4.05,0.225,-3.375,2,11,0.463647609,-0.558599315,-88.48,-90.44,147.56,2118,2361,1462,238,-91.35,-91.39,138.31,1609,2213,1624,242
4.05,0.225,-3.375,2,12,0.463647609,-0.558599315,-88.34,-89.65,144.69,2267,2315,2034,238,-90.82,-90.91,181.33,1274,2176,1941,229
4.05,0.225,-3.375,2,13,0.463647609,-0.558599315,-90.09,-91.56,157,1747,1884,1379,226,-90.69,-90.62,148.56,1768,2377,1677,237
4.05,0.225,-3.375,2,14,0.463647609,-0.558599315,-89.76,-91.32,126,1755,2016,1653,237,-91.23,-91.11,132.75,1693,2124,1432,226
4.05,0.225,-3.375,2,15,0.463647609,-0.558599315,-89.95,-92.67,151.08,38,1813,1895,231,-91.02,-91.08,136.75,1155,2188,1993,233
4.05,0.225,-3.375,2,16,0.463647609,-0.558599315,-90.21,-92.03,121.62,1544,1946,1393,233,-91.02,-91.01,112.3,1716,2246,1503,233
4.05,0.225,-3.375,2,17,0.463647609,-0.558599315,-88.68,-89.89,136.19,2186,2179,1959,234,-89.08,-89.45,155.44,2414,2487,1558,231
4.05,0.225,-3.375,2,18,0.463647609,-0.558599315,-89.74,-91.03,125.5,1868,2008,1841,241,-91.94,-92.14,152,752,1824,1936,229
4.05,0.225,-3.375,2,19,0.463647609,-0.558599315,-89.86,-91.31,160.67,1939,1928,1635,240,-90.71,-90.83,185.42,1235,2225,2029,232
4.05,0.225,-3.375,2,20,0.463647609,-0.558599315,-88.38,-90.19,145.44,2322,2327,1530,240,-91.13,-91.35,171.83,1137,2062,1985,233
4.05,0.225,-3.375,2,21,0.463647609,-0.558599315,-89.82,-99.95,23.5,1082,282,187,231,-90.77,-90.92,139.69,1172,2235,2067,235
4.05,0.225,-3.375,2,22,0.463647609,-0.558599315,-89.03,-90.18,117.69,2071,1883,1983,227,-91.06,-91.08,109.85,1245,2197,1878,231
4.05,0.225,-3.375,2,23,0.463647609,-0.558599315,-89.79,-91.85,165.17,1887,1982,1185,239,-91.47,-91.47,136.19,1448,2179,1689,239
4.05,0.225,-3.375,2,24,0.463647609,-0.558599315,-89.64,-90.71,159.33,1982,1912,1922,236,-90.68,-90.82,145.63,1445,2330,1914,238
4.05,0.225,-3.375,2,25,0.463647609,-0.558599315,-89.88,-100.37,24.17,1010,290,206,229,-90.74,-90.88,142.13,1268,2274,2037,237
4.05,0.225,-3.375,2,26,0.463647609,-0.558599315,-88.68,-90.43,143.13,2020,2290,1610,235,-91.76,-92.17,117.94,859,1887,1920,235
4.05,0.225,-3.375,2,27,0.463647609,-0.558599315,-90.21,-91.43,120.37,1789,1926,1672,238,-90.95,-91.42,96.05,776,1921,2209,231
4.05,0.225,-3.375,2,28,0.463647609,-0.558599315,-89.74,-91.52,128.44,1866,2055,1427,241,-91.59,-91.94,121.06,1006,1937,1983,239
4.05,0.225,-3.375,2,29,0.463647609,-0.558599315,-89.72,-91.42,172.5,1861,2070,1349,236,-91.08,-91.14,136.63,1541,2186,1671,233
4.05,0.225,-3.375,2,30,0.463647609,-0.558599315,-89.93,-91.76,126.37,1714,2022,1321,235,-91.73,-91.83,126.5,1289,2024,1716,236
4.05,0.225,-2.925,2,1,0.519146114,-0.620249486,-81.64,-88.16,239.42,2524,2873,2412,237,-91.34,-100.84,34.25,701,548,440,224
4.05,0.225,-2.925,2,2,0.519146114,-0.620249486,-80.67,-86.65,199.88,2348,3198,2525,231,-91.63,-99.59,33.31,961,533,488,235
4.05,0.225,-2.925,2,3,0.519146114,-0.620249486,-80.49,-86.09,188.81,2327,3021,3008,234,-91.63,-100.07,46.08,941,553,397,240
4.05,0.225,-2.925,2,4,0.519146114,-0.620249486,-80.6,-87.38,198.31,2976,3173,1844,238,-91.44,-101.11,35.63,697,570,406,230
4.05,0.225,-2.925,2,5,0.519146114,-0.620249486,-82.18,-88.47,241.67,2832,2900,1707,239,-91.95,-100.27,38.25,794,612,459,233
4.05,0.225,-2.925,2,6,0.519146114,-0.620249486,-81.63,-86.34,176.88,2406,2830,3065,234,-92.05,-99.33,36.44,951,583,474,230
4.05,0.225,-2.925,2,7,0.519146114,-0.620249486,-82.61,-87.83,182.31,2110,2917,2789,233,-91.53,-101.81,37.94,634,607,357,239
4.05,0.225,-2.925,2,8,0.519146114,-0.620249486,-81.49,-87.22,195.19,2191,3123,2589,231,-91.52,-98.56,34.88,1056,558,531,227
4.05,0.225,-2.925,2,9,0.519146114,-0.620249486,-80.87,-86.01,193,2493,3088,3101,242,-91.85,-97.77,27.05,1256,541,555,234
4.05,0.225,-2.925,2,10,0.519146114,-0.620249486,-81.4,-86.92,266.33,2380,3196,2568,235,-91.9,-101.5,38.5,659,616,388,239
4.05,0.225,-2.925,2,11,0.519146114,-0.620249486,-81.83,-88.17,180.63,2525,2890,2450,239,-91.33,-100.18,39.06,844,625,463,240
4.05,0.225,-2.925,2,12,0.519146114,-0.620249486,-80.63,-87.46,191.69,2715,3067,1847,227,-91.59,-101.12,50,655,600,400,227
4.05,0.225,-2.925,2,13,0.519146114,-0.620249486,-80.84,-86.42,271.75,2460,3261,2405,231,-91.58,-100.3,34,831,544,457,232
4.05,0.225,-2.925,2,14,0.519146114,-0.620249486,-82.61,-88.39,179.88,2513,2878,1956,231,-90.47,-97.25,42.06,1217,673,615,227
4.05,0.225,-2.925,2,15,0.519146114,-0.620249486,-80.83,-85.72,254.5,2501,3054,3109,239,-91.54,-101.62,36.56,634,585,363,231
4.05,0.225,-2.925,2,16,0.519146114,-0.620249486,-81.79,-88.2,194.63,2416,3114,1879,230,-91.54,-99.83,35.63,914,570,469,236
4.05,0.225,-2.925,2,17,0.519146114,-0.620249486,-80.86,-86.19,241.5,2227,2898,2947,227,-91.75,-98.07,39,1137,624,578,233
4.05,0.225,-2.925,2,18,0.519146114,-0.620249486,-81.33,-86.16,193.75,2397,3100,2851,234,-90.74,-96.89,46.56,1287,745,607,230
4.05,0.225,-2.925,2,19,0.519146114,-0.620249486,-81.48,-87.43,255.75,2662,3069,1977,228,-91.86,-101.24,37.75,705,604,369,236
4.05,0.225,-2.925,2,20,0.519146114,-0.620249486,-82.04,-88.08,223.33,2290,2680,2584,227,-91.53,-99.49,43.92,964,527,444,229
4.05,0.225,-2.925,2,21,0.519146114,-0.620249486,-81.39,-86.21,189.94,2470,3039,3045,240,-91.97,-97.48,36.63,1229,586,564,226
4.05,0.225,-2.925,2,22,0.519146114,-0.620249486,-81.61,-87.86,261.42,2342,3137,2199,230,-91.49,-97.62,37.94,1272,607,590,238
4.05,0.225,-2.925,2,23,0.519146114,-0.620249486,-81.3,-86.75,205.69,2429,3291,2527,237,-91.83,-101.01,30.12,750,482,431,228
4.05,0.225,-2.925,2,24,0.519146114,-0.620249486,-81.8,-87.85,154.2,2602,3084,2106,233,-91.55,-99.64,28.37,987,454,536,238
4.05,0.225,-2.925,2,25,0.519146114,-0.620249486,-81.3,-86.96,206.13,2541,3298,2336,237,-91.9,-100.59,32,796,512,408,226
4.05,0.225,-2.925,2,26,0.519146114,-0.620249486,-81.72,-87.91,191.81,2455,3069,2074,228,-91.41,-97.48,41.13,1250,658,581,234
4.05,0.225,-2.925,2,27,0.519146114,-0.620249486,-82.07,-88.22,179.88,2422,2878,2554,240,-90.45,-96,48.19,1470,771,701,233
